"key","total","isna","num.isna","pct"
"3-1-1",2609,FALSE,2554,97.8919126101955
"3-1-1",2609,TRUE,55,2.10808738980452
"9-1-1",2609,FALSE,2564,98.2752012265236
"9-1-1",2609,TRUE,45,1.72479877347643
"Access to a Computer",2609,FALSE,2527,96.8570333461096
"Access to a Computer",2609,TRUE,82,3.14296665389038
"Achieving Ends Meet",2609,FALSE,2450,93.9057110003833
"Achieving Ends Meet",2609,TRUE,159,6.09428899961671
"Acquaintances",2609,FALSE,2589,99.2334227673438
"Acquaintances",2609,TRUE,20,0.76657723265619
"Activities",2609,FALSE,2556,97.9685703334611
"Activities",2609,TRUE,53,2.0314296665389
"Advanced Directives",2609,FALSE,2539,97.3169796857033
"Advanced Directives",2609,TRUE,70,2.68302031429667
"Age",2609,FALSE,2600,99.6550402453047
"Age",2609,TRUE,9,0.344959754695286
"Aging (AD)",2609,FALSE,2525,96.780375622844
"Aging (AD)",2609,TRUE,84,3.219624377156
"Airport",2609,FALSE,2568,98.4285166730548
"Airport",2609,TRUE,41,1.57148332694519
"Antidepressants",2609,FALSE,2516,96.4354158681487
"Antidepressants",2609,TRUE,93,3.56458413185128
"APD Languages",2609,FALSE,2561,98.1602146416251
"APD Languages",2609,TRUE,48,1.83978535837486
"Arthritis",2609,FALSE,2574,98.6584898428517
"Arthritis",2609,TRUE,35,1.34151015714833
"Arts and Culture",2609,FALSE,2553,97.8535837485627
"Arts and Culture",2609,TRUE,56,2.14641625143733
"Asthma",2609,FALSE,2455,94.0973553085473
"Asthma",2609,TRUE,154,5.90264469145266
"Austin Energy",2609,FALSE,2556,97.9685703334611
"Austin Energy",2609,TRUE,53,2.0314296665389
"Avoidance (AD)",2609,FALSE,2527,96.8570333461096
"Avoidance (AD)",2609,TRUE,82,3.14296665389038
"Aware of AARC",2609,FALSE,2539,97.3169796857033
"Aware of AARC",2609,TRUE,70,2.68302031429667
"Belonging",2609,FALSE,2558,98.0452280567267
"Belonging",2609,TRUE,51,1.95477194327328
"Bicycling",2609,FALSE,2582,98.9651207359141
"Bicycling",2609,TRUE,27,1.03487926408586
"Brother/Sister",2609,FALSE,2604,99.8083556918359
"Brother/Sister",2609,TRUE,5,0.191644308164048
"Cancer",2609,FALSE,2509,96.1671138367191
"Cancer",2609,TRUE,100,3.83288616328095
"Car Share",2609,FALSE,2581,98.9267918742813
"Car Share",2609,TRUE,28,1.07320812571867
"Carpooling",2609,FALSE,2582,98.9651207359141
"Carpooling",2609,TRUE,27,1.03487926408586
"Children",2609,FALSE,2604,99.8083556918359
"Children",2609,TRUE,5,0.191644308164048
"Citizenship Class",2609,FALSE,2560,98.1218857799923
"Citizenship Class",2609,TRUE,49,1.87811422000767
"City Effort Satisfaction",2609,FALSE,2484,95.2088922958988
"City Effort Satisfaction",2609,TRUE,125,4.79110770410119
"City Election",2609,FALSE,2543,97.4702951322346
"City Election",2609,TRUE,66,2.52970486776543
"Close Family",2609,FALSE,2565,98.3135300881564
"Close Family",2609,TRUE,44,1.68646991184362
"Close Friend",2609,FALSE,2590,99.2717516289766
"Close Friend",2609,TRUE,19,0.728248371023381
"Close Friends",2609,FALSE,2572,98.581832119586
"Close Friends",2609,TRUE,37,1.41816788041395
"Close-knit Community",2609,FALSE,2563,98.2368723648908
"Close-knit Community",2609,TRUE,46,1.76312763510924
"Community Shares Values",2609,FALSE,2563,98.2368723648908
"Community Shares Values",2609,TRUE,46,1.76312763510924
"Community Trust",2609,FALSE,2563,98.2368723648908
"Community Trust",2609,TRUE,46,1.76312763510924
"Compost",2609,FALSE,2557,98.0068991950939
"Compost",2609,TRUE,52,1.99310080490609
"Comunication Problem",2609,FALSE,2580,98.8884630126485
"Comunication Problem",2609,TRUE,29,1.11153698735148
"Concern for Others (AD)",2609,FALSE,2558,98.0452280567267
"Concern for Others (AD)",2609,TRUE,51,1.95477194327328
"Concern for Self (AD)",2609,FALSE,2570,98.5051743963204
"Concern for Self (AD)",2609,TRUE,39,1.49482560367957
"Concerns",2609,FALSE,1351,51.7822920659256
"Concerns",2609,TRUE,1258,48.2177079340744
"Contact City Official",2609,FALSE,2544,97.5086239938674
"Contact City Official",2609,TRUE,65,2.49137600613262
"COPD",2609,FALSE,2551,97.776926025297
"COPD",2609,TRUE,58,2.22307397470295
"Council Meeting",2609,FALSE,2546,97.585281717133
"Council Meeting",2609,TRUE,63,2.414718282867
"Counseling",2609,FALSE,2551,97.776926025297
"Counseling",2609,TRUE,58,2.22307397470295
"Court",2609,FALSE,2552,97.8152548869299
"Court",2609,TRUE,57,2.18474511307014
"Cure (AD)",2609,FALSE,2500,95.8221540820238
"Cure (AD)",2609,TRUE,109,4.17784591797624
"Danger",2609,FALSE,2540,97.3553085473361
"Danger",2609,TRUE,69,2.64469145266386
"Dental Insurance",2609,FALSE,2579,98.8501341510157
"Dental Insurance",2609,TRUE,30,1.14986584898429
"Dentist Check-up",2609,FALSE,2562,98.198543503258
"Dentist Check-up",2609,TRUE,47,1.80145649674205
"Diabetes",2609,FALSE,2573,98.6201609812189
"Diabetes",2609,TRUE,36,1.37983901878114
"Diagnosed",2609,FALSE,2520,96.58873131468
"Diagnosed",2609,TRUE,89,3.41126868532005
"Disabled",2609,FALSE,2578,98.8118052893829
"Disabled",2609,TRUE,31,1.18819471061709
"Disappointment",2609,FALSE,2564,98.2752012265236
"Disappointment",2609,TRUE,45,1.72479877347643
"Disclosure",2609,FALSE,2559,98.0835569183595
"Disclosure",2609,TRUE,50,1.91644308164048
"Discrimination",2609,FALSE,2292,87.8497508623994
"Discrimination",2609,TRUE,317,12.1502491376006
"District",2609,FALSE,2548,97.6619394403986
"District",2609,TRUE,61,2.33806055960138
"Drinking",2609,FALSE,2590,99.2717516289766
"Drinking",2609,TRUE,19,0.728248371023381
"Duration of Residency",2609,FALSE,2568,98.4285166730548
"Duration of Residency",2609,TRUE,41,1.57148332694519
"Education (AD)",2609,FALSE,2560,98.1218857799923
"Education (AD)",2609,TRUE,49,1.87811422000767
"Education Completed",2609,FALSE,2572,98.581832119586
"Education Completed",2609,TRUE,37,1.41816788041395
"Email",2609,FALSE,2590,99.2717516289766
"Email",2609,TRUE,19,0.728248371023381
"Embarrassing (AD)",2609,FALSE,2532,97.0486776542737
"Embarrassing (AD)",2609,TRUE,77,2.95132234572633
"EMS Classes",2609,FALSE,2548,97.6619394403986
"EMS Classes",2609,TRUE,61,2.33806055960138
"English Classes",2609,FALSE,2561,98.1602146416251
"English Classes",2609,TRUE,48,1.83978535837486
"English Difficulties",2609,FALSE,2570,98.5051743963204
"English Difficulties",2609,TRUE,39,1.49482560367957
"English Speaking",2609,FALSE,2591,99.3100804906094
"English Speaking",2609,TRUE,18,0.689919509390571
"Ethnicity",2609,FALSE,2607,99.9233422767344
"Ethnicity",2609,TRUE,2,0.076657723265619
"Expression",2609,FALSE,2569,98.4668455346876
"Expression",2609,TRUE,40,1.53315446531238
"Familiarity with America",2609,FALSE,2580,98.8884630126485
"Familiarity with America",2609,TRUE,29,1.11153698735148
"Familiarity with Ethnic Origin",2609,FALSE,2579,98.8501341510157
"Familiarity with Ethnic Origin",2609,TRUE,30,1.14986584898429
"Family",2609,FALSE,2590,99.2717516289766
"Family",2609,TRUE,19,0.728248371023381
"Family Pride",2609,FALSE,2565,98.3135300881564
"Family Pride",2609,TRUE,44,1.68646991184362
"Family Respect",2609,FALSE,2576,98.7351475661173
"Family Respect",2609,TRUE,33,1.26485243388271
"Fate (AD)",2609,FALSE,2521,96.6270601763128
"Fate (AD)",2609,TRUE,88,3.37293982368724
"Feel Close",2609,FALSE,2566,98.3518589497892
"Feel Close",2609,TRUE,43,1.64814105021081
"Fire Alarm",2609,FALSE,2561,98.1602146416251
"Fire Alarm",2609,TRUE,48,1.83978535837486
"Focus Group",2609,FALSE,2537,97.2403219624377
"Focus Group",2609,TRUE,72,2.75967803756228
"Folkmedicine",2609,FALSE,2537,97.2403219624377
"Folkmedicine",2609,TRUE,72,2.75967803756228
"Friends",2609,FALSE,2604,99.8083556918359
"Friends",2609,TRUE,5,0.191644308164048
"Full Time Employment",2609,FALSE,2602,99.7316979685703
"Full Time Employment",2609,TRUE,7,0.268302031429667
"Gender",2609,FALSE,2582,98.9651207359141
"Gender",2609,TRUE,27,1.03487926408586
"General Practitioner",2609,FALSE,2581,98.9267918742813
"General Practitioner",2609,TRUE,28,1.07320812571867
